,Rank_BX,Year,Title,Worldwide Box Office_BX,Domestic Box Office_BX,International Box Office_BX,Rank_MOJO,Lifetime Gross_MOJO,Max Theaters,Opening Box,Opening Th,Release Date,Distributor,User Rating_IMDB,Metacritic,Number of Votes,Running Time,Release Date_IMDB,Director,User Rating-TD,Year_TD,Category
1921,,,The Boy Who Cried Warming,,,,,,,,,,,,,,,,,5.55,2012,Environment
1922,,,The Changing Climate of Global Warming,,,,,,,,,,,,,,,,,4.93,2011,Environment
1923,,,At the Edge of the World,,,,,,,,,,,,,,,,,8.91,2008,Environment
1924,,,Garbage Island,,,,,,,,,,,,,,,,,7.00,2008,Environment
1925,,,All Things Are Connected,,,,,,,,,,,,,,,,,7.70,2012,Environment
1926,,,The Fight for Amazonia,,,,,,,,,,,,,,,,,8.33,2012,Environment
1927,,,We The Tiny House People,,,,,,,,,,,,,,,,,8.52,2012,Environment
1928,,,A River of Waste,,,,,,,,,,,,,,,,,8.88,2009,Environment
1929,603,2007,Manufactured Landscapes,"$395,623","$395,623",,518,"$240,239",12,"$9,129",1,"Jun 20, 2007",Zeitgeist Films,,,,,,,7.95,2006,Environment
1930,,,Climate Change,,,,,,,,,,,,,,,,,6.85,2008,Environment
1931,,,Hot Planet,,,,,,,,,,,,,,,,,6.73,2009,Environment
1932,,,Poison Fire,,,,,,,,,,,,,,,,,8.56,2008,Environment
1933,,,Meat the Truth,,,,,,,,,,,,,,,,,7.88,2008,Environment
1934,,,First Earth: Uncompromising Ecological Architecture,,,,,,,,,,,,,,,,,7.59,2009,Environment
1935,,,Deepwater Disaster: The Untold Story,,,,,,,,,,,,,,,,,7.95,2011,Environment
1936,,,Prophets of Doom,,,,,,,,,,,,,,,,,7.42,2011,Environment
1937,,,Blind Spot,,,,,,,,,,,,,,,,,8.55,2008,Environment
1938,,,FUEL,,,,,,,,,,,,,,,,,7.97,2008,Environment
1939,723,2010,Countdown to Zero,"$272,040","$272,040",,473,"$272,040",28,"$41,307",3,"Jul 23, 2010",Magnolia Pictures,,,,,,,6.88,2010,Environment
1940,,,The End of the Line: The World Without Fish,,,,,,,,,,,,,,,,,7.23,2009,Environment
1941,,,Blue Gold: World Water Wars,,,,,,,,,,,,,,,,,8.98,2009,Environment
1942,,,Garbage Warrior,,,,,,,,,,,,,,,,,8.43,2007,Environment
1943,,,Hawaii: Message in the Waves,,,,,,,,,,,,,,,,,8.93,2007,Environment
1944,,,What in the World Are They Spraying?,,,,,,,,,,,,,,,,,6.83,2010,Environment
1945,,,How to Save The World,,,,,,,,,,,,,,,,,7.75,,Environment
1946,,,The Gulf Stream and The Next Ice Age,,,,,,,,,,,,,,,,,7.74,,Environment
1947,,,The Great Global Warming Swindle,,,,,,,,,,,,,,,,,7.06,2007,Environment
1948,,,Addicted To Plastic,,,,,,,,,,,,,,,,,7.05,2008,Environment
1949,,,Global Dimming,,,,,,,,,,,,,,,,,8.31,2005,Environment
1950,,,Hunt for the Supertwister,,,,,,,,,,,,,,,,,7.71,2004,Environment
1951,,,Building Green,,,,,,,,,,,,,,,,,7.25,,Environment
1952,,,The Sustainable City,,,,,,,,,,,,,,,,,8.29,2007,Environment
1953,,,Home Project,,,,,,,,,,,,,,,,,8.33,2009,Environment
1954,,,The 11th Hour,,,,273,"$707,343",111,"$60,853",4,"Aug 17, 2007",Warner Independent Pictures (WIP),7.3,63.0,"5,543",1h 35min,10 October 2007 (Philippines),Leila Conners,6.97,2007,Environment
1955,,,Earth: The Climate Wars,,,,,,,,,,,,,,,,,7.31,2008,Environment
1956,,,Life After People,,,,,,,,,,,7.6,,"1,224",,TV Series (2009– ),James Lurie,8.14,2008,Environment
1957,,,Chernobyl Heart,,,,,,,,,,,,,,,,,7.24,2004,Environment
1958,,,The Coconut Revolution,,,,,,,,,,,,,,,,,8.68,2001,Environment
1959,,,Satoyama: Japan's Secret Watergarden,,,,,,,,,,,,,,,,,8.03,2006,Environment
1960,,,Global Warming: Doomsday Called Off,,,,,,,,,,,,,,,,,5.96,,Environment
1961,,,Wegmans Cruelty,,,,,,,,,,,,,,,,,7.39,2005,Environment
1962,,,A World Without Water,,,,,,,,,,,,,,,,,7.57,2006,Environment
1963,,,The Slow Poisoning of India,,,,,,,,,,,,,,,,,8.49,2012,Environment
1964,,,We Feed The World,,,,,,,,,,,,,,,,,8.18,2005,Environment
1965,,,Flow: For Love of Water,,,,682,"$142,569",11,"$3,644",1,"Mar 21, 2008",Oscilloscope,,,,,,,8.41,2008,Environment
1966,,,Natural World: A Farm for the Future,,,,,,,,,,,,,,,,,8.57,2009,Environment
1967,,,Waste = Food,,,,,,,,,,,,,,,,,7.95,2010,Environment
1968,,,Here Comes The Sun,,,,,,,,,,,,,,,,,7.29,2008,Environment
1969,,,The Battle of Chernobyl,,,,,,,,,,,,,,,,,7.38,2006,Environment
1970,,,Aerosol Crimes (aka Chemtrails),,,,,,,,,,,,,,,,,7.18,2005,Environment
1971,,,The Story of Stuff,,,,,,,,,,,,,,,,,8.11,2007,Environment
1972,,,Earthlings,,,,,,,,,,,8.7,,"17,631",1h 35min,24 September 2005 (USA),Shaun Monson,8.34,2005,Environment
1973,,,The World According to Monsanto,,,,,,,,,,,,,,,,,7.34,2008,Environment
1974,19,2006,An Inconvenient Truth,"$53,365,925","$24,146,161","$29,219,764",13,"$24,146,161",587,"$281,330",4,"May 24, 2006",Paramount Classics,7.4,75.0,"79,825",1h 36min,30 June 2006 (USA),Davis Guggenheim,6.61,2006,Environment
1975,,,China: Power and Prosperity,,,,,,,,,,,,,,,,,6.43,2019,Economics
1976,,,Panic: The Untold Story of the 2008 Financial Crisis,,,,,,,,,,,,,,,,,5.69,2018,Economics
1977,,,Running on Empty,,,,,,,,,,,,,,,,,6.08,2019,Economics
1978,,,The New Silk Road,,,,,,,,,,,,,,,,,7.76,2019,Economics
1979,,,Trump's Trade War (PBS),,,,,,,,,,,,,,,,,6.63,2019,Economics
1980,,,Dream Empire: China's Real Estate Bubble,,,,,,,,,,,,,,,,,7.83,2016,Economics
1981,,,Inequality: How Wealth Becomes Power,,,,,,,,,,,,,,,,,6.30,2018,Economics
1982,,,A World Without Money,,,,,,,,,,,,,,,,,8.00,2018,Economics
1983,,,A Game of No Rules,,,,,,,,,,,,,,,,,7.06,2018,Economics
1984,,,The Third Industrial Revolution,,,,,,,,,,,,,,,,,6.25,2018,Economics
1985,,,Who was Karl Marx?,,,,,,,,,,,,,,,,,7.01,2018,Economics
1986,,,The Money Deluge,,,,,,,,,,,,,,,,,8.34,2017,Economics
1987,,,Floored,,,,,,,,,,,,,,,,,7.88,2009,Economics
1988,,,The Blockchain and Us,,,,,,,,,,,,,,,,,6.20,2017,Economics
1989,,,Bulkland,,,,,,,,,,,,,,,,,7.98,2017,Economics
1990,,,The Divide,,,,,,,,,,,,,,,,,7.77,2015,Economics
1991,,,In Search of the Bankers' Brain,,,,,,,,,,,,,,,,,7.25,2013,Economics
1992,,,Abolishing Capitalism,,,,,,,,,,,,,,,,,7.68,2017,Economics
1993,,,Real Value,,,,,,,,,,,,,,,,,8.02,2013,Economics
1994,,,The Chinese Bubble,,,,,,,,,,,,,,,,,8.16,2011,Economics
1995,,,Capitalizing Happiness,,,,,,,,,,,,,,,,,8.07,2016,Economics
1996,,,How Capitalism is Killing Itself,,,,,,,,,,,,,,,,,8.10,2016,Economics
1997,,,The Veneer of Justice in a Kingdom of Crime,,,,,,,,,,,,,,,,,8.48,2016,Economics
1998,,,The Bitcoin Gospel,,,,,,,,,,,,,,,,,7.88,2015,Economics
1999,,,TTIP: Might is Right,,,,,,,,,,,,,,,,,8.60,2015,Economics
2000,,,Money for Free,,,,,,,,,,,,,,,,,6.65,2015,Economics
2001,,,Can We Do It Ourselves?,,,,,,,,,,,,,,,,,8.46,2015,Economics
2002,,,How to Win the Loser's Game,,,,,,,,,,,,,,,,,8.52,2014,Economics
2003,,,Princes of the Yen,,,,,,,,,,,,,,,,,7.80,2014,Economics
2004,,,The Foods that Make Billions,,,,,,,,,,,,,,,,,8.48,2010,Economics
2005,,,Mark Cuban: How I Became a Billionaire,,,,,,,,,,,,,,,,,6.68,2014,Economics
2006,,,How We Made Our Millions,,,,,,,,,,,,,,,,,7.09,2011,Economics
2007,,,Hidden Secrets of Money,,,,,,,,,,,,,,,,,6.47,2013,Economics
2008,,,How the Economic Machine Works,,,,,,,,,,,,,,,,,8.42,2013,Economics
2009,,,Not Business As Usual,,,,,,,,,,,,,,,,,8.20,2014,Economics
2010,,,Wage Crisis,,,,,,,,,,,,,,,,,7.96,2013,Economics
2011,,,The Wall Street Code,,,,,,,,,,,,,,,,,8.59,2013,Economics
2012,,,Getting Rich,,,,,,,,,,,,,,,,,8.52,2006,Economics
2013,,,China or Bust,,,,,,,,,,,,,,,,,8.37,2007,Economics
2014,,,Four Horsemen,,,,,,,,,,,,,,,,,8.60,2012,Economics
2015,,,The World's Richest City,,,,,,,,,,,,,,,,,6.93,2013,Economics
2016,,,Money and Life,,,,,,,,,,,,,,,,,7.77,2013,Economics
2017,,,The Tax Free Tour,,,,,,,,,,,,,,,,,8.59,2013,Economics
2018,,,All Wars are Bankers' Wars,,,,,,,,,,,,,,,,,7.41,2013,Economics
2019,,,Stealing Africa,,,,,,,,,,,,,,,,,8.57,2012,Economics
2020,,,Money and Speed: Inside the Black Box,,,,,,,,,,,,,,,,,8.51,2011,Economics
2021,,,Culture in Decline: Consumption-Vanity Disorder,,,,,,,,,,,,,,,,,7.95,2012,Economics
2022,,,The dot.com Bubble,,,,,,,,,,,,,,,,,7.31,2011,Economics
2023,,,Europe on the Brink,,,,,,,,,,,,,,,,,6.63,2012,Economics
2024,,,I Want The Earth (plus 5%),,,,,,,,,,,,,,,,,8.01,2011,Economics
2025,,,Design the New Business,,,,,,,,,,,,,,,,,6.57,2011,Economics
2026,,,97% Owned,,,,,,,,,,,,,,,,,5.86,2012,Economics
2027,,,Real Estate 4 Ransom,,,,,,,,,,,,,,,,,8.38,2011,Economics
2028,,,RBS: Inside The Bank That Ran Out Of Money,,,,,,,,,,,,,,,,,8.21,2011,Economics
2029,,,The Midas Formula: Trillion Dollar Bet,,,,,,,,,,,,,,,,,7.06,2000,Economics
2030,,,The Secret History of the Global Financial Collapse,,,,,,,,,,,,,,,,,7.94,2010,Economics
2031,,,Million Dollar Traders,,,,,,,,,,,,,,,,,8.22,2009,Economics
2032,,,Debtocracy,,,,,,,,,,,,,,,,,7.46,2011,Economics
2033,116,2010,Inside Job,"$7,799,257","$4,311,834","$3,487,423",66,"$4,312,735",250,"$39,649",2,"Oct 8, 2010",Sony Pictures Classics,8.2,88.0,"68,523",1h 49min,12 November 2010 (USA),Charles Ferguson,8.32,2010,Economics
2034,,,How the Banks Won,,,,,,,,,,,,,,,,,8.16,2010,Economics
2035,,,Let's Make Money,,,,,,,,,,,,,,,,,7.67,2008,Economics
2036,,,The American Dream,,,,,,,,,,,,,,,,,8.00,2010,Economics
2037,,,The Fall of Lehman Brothers,,,,,,,,,,,,,,,,,7.26,2009,Economics
2038,,,America's Bankrupt Banks (Inside the Meltdown),,,,,,,,,,,,,,,,,7.71,2009,Economics
2039,,,Commanding Heights: The Battle for the World Economy,,,,,,,,,,,,,,,,,6.64,2002,Economics
2040,,,Quants: The Alchemists of Wall Street,,,,,,,,,,,,,,,,,7.96,2010,Economics
2041,,,Overdose: The Next Financial Crisis,,,,,,,,,,,,,,,,,8.16,2010,Economics
2042,,,The Secret of Oz,,,,,,,,,,,,,,,,,5.70,2009,Economics
2043,,,Collapse,,,,"1,087","$46,964",5,"$7,800",1,"Nov 6, 2009",Vitagraph Films,,,,,,,8.35,2009,Economics
2044,,,The Mayfair Set,,,,,,,,,,,,,,,,,8.46,1999,Economics
2045,,,Secret History of the Credit Card,,,,,,,,,,,,,,,,,7.70,2004,Economics
2046,,,Black Money,,,,,,,,,,,,,,,,,7.11,2009,Economics
2047,,,I.O.U.S.A. - One Nation. Under Debt. In Stress.,,,,,,,,,,,,,,,,,7.13,2008,Economics
2048,,,Super Rich: The Greed Game,,,,,,,,,,,,,,,,,7.55,2008,Economics
2049,,,25 Million Pounds,,,,,,,,,,,,,,,,,6.63,1996,Economics
2050,,,The Ascent of Money,,,,,,,,,,,,,,,,,8.37,2008,Economics
2051,,,Bigger Than Enron,,,,,,,,,,,,,,,,,7.62,2002,Economics
2052,,,Monopoly Men: Federal Reserve Fraud,,,,,,,,,,,,,,,,,8.67,1999,Economics
2053,,,"Money, Banking, and The Federal Reserve System",,,,,,,,,,,,,,,,,5.19,2006,Economics
2054,,,Iraq's Missing Billions,,,,,,,,,,,,,,,,,8.58,2006,Economics
2055,,,Supermarket Secrets,,,,,,,,,,,,,,,,,8.83,2013,Economics
2056,,,Bush Family Fortunes,,,,,,,,,,,,,,,,,8.12,2003,Economics
2057,,,The Cost of a Coke,,,,,,,,,,,,,,,,,8.14,2009,Economics
2058,,,Big Sugar,,,,,,,,,,,,,,,,,7.91,2005,Economics
2059,,,Argentina's Economic Collapse,,,,,,,,,,,,,,,,,7.77,,Economics
2060,,,Merchants of Cool,,,,,,,,,,,,,,,,,6.56,2001,Economics
2061,,,The Diamond Empire,,,,,,,,,,,,,,,,,9.15,1994,Economics
2062,,,Life and Debt,,,,484,"$263,107",4,-,-,"Jun 16, 2001",New Yorker Films,,,,,,,7.50,2001,Economics
2063,,,Banking With Hitler,,,,,,,,,,,,,,,,,8.79,1998,Economics
2064,,,In Debt We Trust,,,,,,,,,,,,,,,,,6.94,2006,Economics
2065,,,The Take,,,,"1,266","$30,380",1,"$8,625",1,"Sep 22, 2004",Icarus Films,,,,,,,7.95,2004,Economics
2066,,,Santa's Workshop,,,,,,,,,,,,,,,,,8.56,2004,Economics
2067,,,Money as Debt,,,,,,,,,,,,,,,,,5.80,2006,Economics
2068,,,A Crude Awakening: The Oil Crash,,,,,,,,,,,,,,,,,7.89,2006,Economics
2069,148,2005,Enron: The Smartest Guys in the Room,"$4,907,779","$4,071,700","$836,079",72,"$4,071,700",151,"$76,639",3,"Apr 22, 2005",Magnolia Pictures,7.6,,"16,546",1h 50min,20 May 2005 (USA),Alex Gibney,7.95,2005,Economics
2070,,,Maxed Out,,,,993,"$58,829",6,"$20,024",6,"Mar 9, 2007",Magnolia Pictures,,,,,,,6.89,2006,Economics
2071,,,Wal-Mart: The High Cost of Low Price,,,,,,,,,,,,,,,,,7.70,2005,Economics
2072,,,The Money Masters,,,,,,,,,,,,,,,,,6.86,1996,Economics
2073,,,The Nature of Ayahuasca,,,,,,,,,,,,,,,,,6.00,2019,Drugs
2074,,,Kentucky Ayahuasca,,,,,,,,,,,,,,,,,5.29,2018,Drugs
2075,,,LSD is Back,,,,,,,,,,,,,,,,,6.85,2019,Drugs
2076,,,Festival Drugs: Meet the Dealers,,,,,,,,,,,,,,,,,6.62,2019,Drugs
2077,,,Addicted: America's Opioid Crisis,,,,,,,,,,,,,,,,,7.45,2019,Drugs
2078,,,The Sackler Family: A Secretive Billion Dollar Opioid Empire,,,,,,,,,,,,,,,,,8.15,2019,Drugs
2079,,,DMT: A Lost History,,,,,,,,,,,,,,,,,5.88,2015,Drugs
2080,,,The Rise of Fentanyl,,,,,,,,,,,,,,,,,8.23,2018,Drugs
2081,,,Hometown,,,,,,,,,,,,,,,,,8.26,2018,Drugs
2082,,,"Sweet, Sweet Codeine",,,,,,,,,,,,,,,,,8.34,2018,Drugs
2083,,,"One Nation, Overdosed",,,,,,,,,,,,,,,,,8.45,2017,Drugs
2084,,,Cannabis: A Lost History,,,,,,,,,,,,,,,,,7.81,2018,Drugs
2085,,,Steel Town Down,,,,,,,,,,,,,,,,,7.63,2018,Drugs
2086,,,Heroin's Children,,,,,,,,,,,,,,,,,8.14,2017,Drugs
2087,,,Britain's Teenage Drug Runners,,,,,,,,,,,,,,,,,7.04,2017,Drugs
2088,,,Warning: This Drug May Kill You,,,,,,,,,,,,,,,,,6.88,2017,Drugs
2089,,,Manna,,,,,,,,,,,,,,,,,7.30,2003,Drugs
2090,,,Chasing the Dragon,,,,,,,,,,,,,,,,,5.82,2016,Drugs
2091,,,Oxyana,,,,,,,,,,,,,,,,,8.42,2013,Drugs
2092,,,"Welcome Back, Big Tobacco",,,,,,,,,,,,,,,,,7.51,2016,Drugs
2093,,,Dopesick: Fentanyl's Deadly Grip,,,,,,,,,,,,,,,,,8.73,2016,Drugs
2094,,,Northwest Trees,,,,,,,,,,,,,,,,,5.83,2016,Drugs
2095,,,Cocaine: History Between the Lines,,,,,,,,,,,,,,,,,6.97,2011,Drugs
2096,,,What's In My Baggie?,,,,,,,,,,,,,,,,,7.83,2014,Drugs
2097,,,Afghan Overdose,,,,,,,,,,,,,,,,,7.85,2015,Drugs
2098,,,Stoned Kids,,,,,,,,,,,,,,,,,8.49,2016,Drugs
2099,,,The Scientist,,,,,,,,,,,,,,,,,8.63,2015,Drugs
2100,,,Iboga Nights,,,,,,,,,,,,,,,,,8.57,2014,Drugs
2101,,,OxyContin: Time Bomb,,,,,,,,,,,,,,,,,8.31,2014,Drugs
2102,,,The New King of Coke,,,,,,,,,,,,,,,,,8.32,2014,Drugs
2103,,,Kids on Ice,,,,,,,,,,,,,,,,,7.62,2014,Drugs
2104,,,Addiction,,,,,,,,,,,,,,,,,7.93,2013,Drugs
2105,,,The War on Kids,,,,,,,,,,,,,,,,,8.59,2014,Drugs
2106,,,Cannabis Research Studies,,,,,,,,,,,,,,,,,8.59,2014,Drugs
2107,,,Legally High,,,,,,,,,,,,,,,,,7.53,2013,Drugs
2108,,,Meth,,,,,,,,,,,,,,,,,8.36,2006,Drugs
2109,,,Rollin: The Rise of the Drug Economy in Detroit,,,,,,,,,,,,,,,,,7.90,2010,Drugs
2110,,,"Drugs, Inc. - Cartel City, Arizona",,,,,,,,,,,,,,,,,7.84,2013,Drugs
2111,,,"Drugs, Inc. - Wasted in Seattle",,,,,,,,,,,,,,,,,7.56,2013,Drugs
2112,,,Swazi Gold,,,,,,,,,,,,,,,,,7.13,2014,Drugs
2113,,,The Overtaken,,,,,,,,,,,,,,,,,5.93,2012,Drugs
2114,,,Russell Brand: From Addiction to Recovery,,,,,,,,,,,,,,,,,8.04,2012,Drugs
2115,,,Cannabis Science: How Marijuana Affects Health,,,,,,,,,,,,,,,,,8.59,2013,Drugs
2116,,,Weed,,,,,,,,,,,,,,,,,8.49,2013,Drugs
2117,,,Detox or Die,,,,,,,,,,,,,,,,,8.36,2003,Drugs
2118,,,Healing Cancer with Cannabis,,,,,,,,,,,,,,,,,8.21,2013,Drugs
2119,,,Kings of Cannabis,,,,,,,,,,,,,,,,,8.50,2013,Drugs
2120,,,"Sex, Lies and Cigarettes",,,,,,,,,,,,,,,,,6.94,2011,Drugs
2121,,,Ultimate Grow,,,,,,,,,,,,,,,,,8.15,2009,Drugs
2122,,,Breaking the Taboo,,,,,,,,,,,,,,,,,7.47,2011,Drugs
2123,,,The Secrets of a Drug Dealer,,,,,,,,,,,,,,,,,7.52,2012,Drugs
2124,,,The Oxycontin Express,,,,,,,,,,,,,,,,,7.86,2009,Drugs
2125,,,Montana Meth,,,,,,,,,,,,,,,,,8.48,2007,Drugs
2126,,,World's Scariest Drug: The Devil's Breath,,,,,,,,,,,,,,,,,7.37,2012,Drugs
2127,,,"Drugs, Inc. - Meth",,,,,,,,,,,,,,,,,7.41,2010,Drugs
2128,,,"Drugs, Inc. - Cocaine",,,,,,,,,,,,,,,,,7.76,2010,Drugs
2129,,,"Drugs, Inc. - Heroin",,,,,,,,,,,,,,,,,8.18,2010,Drugs
2130,,,Swansea Love Story,,,,,,,,,,,,,,,,,8.26,2010,Drugs
2131,,,Marijuana: A Second Class Addiction,,,,,,,,,,,,,,,,,4.73,2011,Drugs
2132,,,Strain Hunters,,,,,,,,,,,,,,,,,7.51,2011,Drugs
2133,,,Dirty Pictures,,,,,,,,,,,,,,,,,8.03,2011,Drugs
2134,,,Marijuana Inc: Inside America's Pot Industry,,,,,,,,,,,,,,,,,6.50,2011,Drugs
2135,,,Clearing the Smoke: The Science of Cannabis,,,,,,,,,,,,,,,,,8.40,2011,Drugs
2136,,,Glut: The Untold Story of Punjab,,,,,,,,,,,,,,,,,8.78,2011,Drugs
2137,,,Mexico's Drug War,,,,,,,,,,,,,,,,,6.67,2010,Drugs
2138,,,Medicinal Cannabis,,,,,,,,,,,,,,,,,8.01,2010,Drugs
2139,,,Tijuana Drug Lords,,,,,,,,,,,,,,,,,7.52,2011,Drugs
2140,,,American Meth,,,,,,,,,,,,,,,,,6.46,2008,Drugs
2141,,,What if Cannabis Cured Cancer?,,,,,,,,,,,,,,,,,7.54,2010,Drugs
2142,,,Inside LSD,,,,,,,,,,,,,,,,,7.36,,Drugs
2143,,,Ibogaine: Rite of Passage,,,,,,,,,,,,,,,,,8.31,,Drugs
2144,,,Science of Steroids,,,,,,,,,,,,,,,,,8.03,,Drugs
2145,,,Marijuana: A Chronic History,,,,,,,,,,,,,,,,,7.35,2010,Drugs
2146,,,Do I Drink Too Much?,,,,,,,,,,,,,,,,,4.85,,Drugs
2147,,,We Love Cigarettes,,,,,,,,,,,,,,,,,7.72,2006,Drugs
2148,,,The Hemp Revolution,,,,,,,,,,,,,,,,,6.05,1995,Drugs
2149,,,If Drugs Were Legal,,,,,,,,,,,,,,,,,7.30,2005,Drugs
2150,,,Ben: Diary of a Heroin Addict,,,,,,,,,,,,,,,,,7.57,2008,Drugs
2151,,,Cannabis: The Evil Weed?,,,,,,,,,,,,,,,,,7.04,,Drugs
2152,,,Should I Smoke Dope?,,,,,,,,,,,,,,,,,4.94,,Drugs
2153,,,Dope Sick Love,,,,,,,,,,,7.5,,745,1h 33min,TV Movie 10 March 2005,Felice Conte,7.04,,Drugs
2154,,,Ecstasy Rising,,,,,,,,,,,,,,,,,7.82,2004,Drugs
2155,,,The City Addicted to Crystal Meth,,,,,,,,,,,,,,,,,6.25,,Drugs
2156,,,Ice Age,,,,,,,,,,,,,,,,,6.85,,Drugs
2157,,,Hooked: Illegal Drugs and How They Got That Way,,,,,,,,,,,,,,,,,7.84,2000,Drugs
2158,,,The World's Most Dangerous Drug (Meth),,,,,,,,,,,,,,,,,7.30,2006,Drugs
2159,,,The Untold Story of Psychotropic Drugging,,,,,,,,,,,,,,,,,6.96,,Drugs
2160,,,The 20 Most Dangerous Drugs,,,,,,,,,,,,,,,,,6.07,,Drugs
2161,,,The Drug Trial That Went Wrong,,,,,,,,,,,,,,,,,5.94,,Drugs
2162,,,Hoffmann's Potion,,,,,,,,,,,,,,,,,7.84,2002,Drugs
2163,,,The Beyond Within,,,,,,,,,,,,,,,,,7.75,1986,Drugs
2164,,,Plan Colombia: Cashing-In on the Drug War Failure,,,,,,,,,,,,,,,,,6.90,2002,Drugs
2165,,,The War on Drugs: The Prison Industrial Complex,,,,,,,,,,,,,,,,,8.28,1999,Drugs
2166,,,Grass: The History of Marijuana,,,,,,,,,,,,,,,,,8.00,1999,Drugs
2167,,,Super High Me,,,,,,,,,,,,,,,,,5.97,2008,Drugs
2168,,,Hard to Believe,,,,,,,,,,,,,,,,,8.63,2016,Crime
2169,,,Silicon Valley's Online Slave Market,,,,,,,,,,,,,,,,,8.11,2019,Crime
2170,,,13th,,,,,,,,,,,8.3,83.0,"30,193",1h 40min,7 October 2016 (USA),Ava DuVernay,4.99,2016,Crime
2171,,,Casanova Conman,,,,,,,,,,,,,,,,,6.65,2020,Crime
2172,,,Meet the Scammers,,,,,,,,,,,,,,,,,6.37,2019,Crime
2173,,,Conman: The Life and Crimes of Mark Acklom,,,,,,,,,,,,,,,,,8.26,2019,Crime
2174,,,Anatomy of a Bribe,,,,,,,,,,,,,,,,,8.27,2019,Crime
2175,,,Exposing Jeffrey Epstein,,,,,,,,,,,,,,,,,6.93,2019,Crime
2176,,,Guilty: the Conviction of Cardinal Pell,,,,,,,,,,,,,,,,,6.48,2019,Crime
2177,,,Hero or Villain: The Prosecution of Julian Assange,,,,,,,,,,,,,,,,,7.10,2019,Crime
2178,,,China's Vanishing Muslims,,,,,,,,,,,,,,,,,6.79,2019,Crime
2179,,,Weinstein: Hollywood's Reckoning,,,,,,,,,,,,,,,,,4.73,2019,Crime
2180,,,Missing Women and the Bachelor Time Bomb,,,,,,,,,,,,,,,,,6.64,2019,Crime
2181,,,False Positive,,,,,,,,,,,,,,,,,7.82,2019,Crime
2182,,,Antisemitism in Europe,,,,,,,,,,,,,,,,,3.77,2018,Crime
2183,,,Ashley Smith: Out of Control,,,,,,,,,,,,,,,,,7.23,2010,Crime
2184,,,Murderous Minds: Dylan Klebold and Eric Harris,,,,,,,,,,,,,,,,,7.42,2018,Crime
2185,,,Life Inside Kerobokan,,,,,,,,,,,,,,,,,8.27,2017,Crime
2186,,,The Trap,,,,,,,,,,,,,,,,,8.25,2018,Crime
2187,,,Cricket's Match Fixers,,,,,,,,,,,,,,,,,6.92,2018,Crime
2188,,,The Oligarchs,,,,,,,,,,,,,,,,,6.54,2018,Crime
2189,,,Liquid Bomb Plot,,,,,,,,,,,,,,,,,8.29,2011,Crime
2190,,,American Sheriff,,,,,,,,,,,,,,,,,7.81,2018,Crime
2191,,,One Killer Punch,,,,,,,,,,,,,,,,,7.88,2016,Crime
2192,,,Murderous Minds: Ed Gein,,,,,,,,,,,,,,,,,7.23,2018,Crime
2193,,,Murderous Minds: Ted Bundy,,,,,,,,,,,,,,,,,7.10,2018,Crime
2194,,,Hug a Jihadi,,,,,,,,,,,,,,,,,5.35,2017,Crime
2195,,,Narco-song of Sinaloa,,,,,,,,,,,,,,,,,7.66,2017,Crime
2196,,,Inside the Mind of a Suicide Bomber,,,,,,,,,,,,,,,,,7.85,2003,Crime
2197,,,Escobar's Hitman,,,,,,,,,,,,,,,,,5.98,2017,Crime
2198,,,Spy Merchants,,,,,,,,,,,,,,,,,7.15,2017,Crime
2199,,,The Sex Chamber,,,,,,,,,,,,,,,,,8.26,2011,Crime
2200,,,A Very Sicilian Justice,,,,,,,,,,,,,,,,,8.77," 
2016",Crime
2201,,,Killers Inc.,,,,,,,,,,,,,,,,,7.44,2015,Crime
2202,,,Fallen Angels,,,,,,,,,,,,,,,,,7.85,2016,Crime
2203,,,Cyberjihad,,,,,,,,,,,,,,,,,8.25,2016,Crime
2204,,,Panama Papers: The Shady World of Offshore Companies,,,,,,,,,,,,,,,,,7.88,2016,Crime
2205,,,The Panama Papers: Secrets of the Super Rich,,,,,,,,,,,,,,,,,7.06,2016,Crime
2206,,,Making a Murderer: Eighteen Years Lost,,,,,,,,,,,,,,,,,7.86,2015,Crime
2207,,,Interview with a Cannibal (Armin Meiwes),,,,,,,,,,,,,,,,,7.48,2007,Crime
2208,,,Why Didn't We Know?,,,,,,,,,,,,,,,,,8.18,2016,Crime
2209,,,Gangs of El Salvador,,,,,,,,,,,,,,,,,6.97,2015,Crime
2210,,,The Cleveland Strangler,,,,,,,,,,,,,,,,,7.53,2015,Crime
2211,,,Stickup Kid,,,,,,,,,,,,,,,,,7.87,2014,Crime
2212,,,"Banana Land: Blood, Bullets and Poison",,,,,,,,,,,,,,,,,8.61,2014,Crime
2213,,,El Chapo: CEO of Crime,,,,,,,,,,,,,,,,,6.30,2015,Crime
2214,,,Under Fire,,,,,,,,,,,,,,,,,6.39,2015,Crime
2215,,,Stalking Amanda: The Man in the Shadows,,,,,,,,,,,,,,,,,7.62,2014,Crime
2216,,,Sex Slaves of Bangladesh,,,,,,,,,,,,,,,,,6.50,2015,Crime
2217,,,Ferguson: Life Matters,,,,,,,,,,,,,,,,,4.63,2015,Crime
2218,,,Down and Under,,,,,,,,,,,,,,,,,7.27,2014,Crime
2219,,,The Missing 43: Mexico's Disappeared Students,,,,,,,,,,,,,,,,,8.56,2014,Crime
