,Rank_BX,Year,Title,Worldwide Box Office_BX,Domestic Box Office_BX,International Box Office_BX,Rank_MOJO,Lifetime Gross_MOJO,Max Theaters,Opening Box,Opening Th,Release Date,Distributor,User Rating_IMDB,Metacritic,Number of Votes,Running Time,Release Date_IMDB,Director,User Rating-TD,Year_TD,Category
537,,,What's the Problem with Nudity?,,,,,,,,,,,,,,,,,6.72,2009,Sexuality
538,,,Busting Out,,,,,,,,,,,,,,,,,6.27,,Sexuality
539,,,Sex Slaves,,,,,,,,,,,,,,,,,7.19,2005,Sexuality
540,,,My Big Breasts and Me,,,,,,,,,,,,,,,,,6.79,2007,Sexuality
541,,,Diary of a Porn Virgin,,,,,,,,,,,,,,,,,6.33,2005,Sexuality
542,,,Guys and Dolls,,,,,,,,,,,,,,,,,6.78,2002,Sexuality
543,,,Teenage Sex for Sale,,,,,,,,,,,,,,,,,7.06,2008,Sexuality
544,,,Virtual Adultery and Cyberspace Love,,,,,,,,,,,,,,,,,6.05,,Sexuality
545,,,Cutting Edge: The Child Sex Trade,,,,,,,,,,,,,,,,,7.38,,Sexuality
546,,,Is Anybody Out There?,,,,,,,,,,,,,,,,,7.78,2015,Science
547,,,Messages from the Edge of the Universe,,,,,,,,,,,,,,,,,7.08,2019,Science
548,,,Let There Be Life,,,,,,,,,,,,,,,,,7.41,2014,Science
549,,,Einstein's Nightmare,,,,,,,,,,,,,,,,,7.73,2014,Science
550,,,Seeing the Beginning of Time,,,,,,,,,,,,,,,,,7.93,2017,Science
551,,,Solutions: Open Science,,,,,,,,,,,,,,,,,7.50,2019,Science
552,,,A Journey to the End of Time,,,,,,,,,,,,,,,,,8.31,2019,Science
553,,,Einstein's Quantum Riddle,,,,,,,,,,,,,,,,,5.89,2019,Science
554,,,Pluto and Beyond,,,,,,,,,,,,,,,,,8.36,2019,Science
555,,,Living Universe,,,,,,,,,,,,,,,,,8.48,2018,Science
556,,,Pale Blue Dot: Humility,,,,,,,,,,,,,,,,,8.86,,Science
557,,,Archeology 2.0,,,,,,,,,,,,,,,,,7.94,2017,Science
558,,,Mars: Making the New Earth,,,,,,,,,,,,,,,,,7.04,2009,Science
559,,,Scientific Myths,,,,,,,,,,,,,,,,,7.68,2017,Science
560,,,Science Moms,,,,,,,,,,,,,,,,,7.94,2018,Science
561,,,Living in a Parallel Universe,,,,,,,,,,,,,,,,,7.32,2011,Science
562,,,Mars Calling: Manifest Destiny or Grand Illusion?,,,,,,,,,,,,,,,,,8.70,2018,Science
563,,,Colliding Continents,,,,,,,,,,,,,,,,,7.89,2006,Science
564,,,Evacuating Earth,,,,,,,,,,,,,,,,,6.62,2018,Science
565,,,Are there Other Earths?,,,,,,,,,,,,,,,,,8.12,2018,Science
566,,,The Strange Case of Peking Man,,,,,,,,,,,,,,,,,7.08,2001,Science
567,,,Civilizations at the End of Time: Black Hole Farming,,,,,,,,,,,,,,,,,6.94,2016,Science
568,,,The First Human,,,,,,,,,,,,,,,,,8.09,2001,Science
569,,,The Greedy Brain,,,,,,,,,,,,,,,,,8.03,2014,Science
570,,,The Immortalists,,,,"1,710","$9,331",3,-,-,"Nov 26, 2014",GathrFilms,,,,,,,5.77,2014,Science
571,,,Mind Field: Isolation,,,,,,,,,,,,,,,,,7.42,2017,Science
572,,,Death of the Sun,,,,,,,,,,,,,,,,,7.57,2006,Science
573,,,Before the Big Bang,,,,,,,,,,,,,,,,,5.86,2016,Science
574,,,Black Holes and the High Energy Universe,,,,,,,,,,,,,,,,,7.80,2016,Science
575,,,Day of the Asteroid,,,,,,,,,,,,,,,,,8.10,2016,Science
576,,,Moon Mysteries,,,,,,,,,,,,,,,,,7.22,2006,Science
577,,,Einstein's Extraordinary Universe,,,,,,,,,,,,,,,,,7.88,2015,Science
578,,,Super Comet,,,,,,,,,,,,,,,,,8.04,2007,Science
579,,,The World in 50 Years: Our Body,,,,,,,,,,,,,,,,,8.10,2007,Science
580,,,Earthrise: The First Lunar Voyage,,,,,,,,,,,,,,,,,8.91,2013,Science
581,,,Mankind Rising,,,,,,,,,,,,,,,,,7.55,2012,Science
582,,,Life before Birth,,,,,,,,,,,,,,,,,6.98,2005,Science
583,,,Supermassive Black Hole at the Center of the Galaxy,,,,,,,,,,,,,,,,,8.47,2015,Science
584,,,Solar Superstorms,,,,,,,,,,,,,,,,,8.72,2015,Science
585,,,What is Human?,,,,,,,,,,,,,,,,,7.30,2004,Science
586,,,Hubble: Universe in Motion,,,,,,,,,,,,,,,,,8.57,2015,Science
587,,,Krakatoa: The Great Volcanic Eruption,,,,,,,,,,,,,,,,,8.79,2005,Science
588,,,The Brain that Changes Itself,,,,,,,,,,,,,,,,,8.56,2008,Science
589,,,The Year of Pluto,,,,,,,,,,,,,,,,,8.91,2015,Science
590,,,Asteroid Strike,,,,,,,,,,,,,,,,,8.98,2008,Science
591,,,Snowball Earth,,,,,,,,,,,,,,,,,8.12,2008,Science
592,,,Birth of the Planet,,,,,,,,,,,,,,,,,8.25,2008,Science
593,,,Strange Matters,,,,,,,,,,,,,,,,,3.70,2015,Science
594,,,Cloning the Woolly Mammoth,,,,,,,,,,,,,,,,,8.44,2015,Science
595,,,Science and Critical Thinking,,,,,,,,,,,,,,,,,8.55,2009,Science
596,,,Order and Chaos,,,,,,,,,,,,,,,,,8.09,2003,Science
597,,,Future: Humans,,,,,,,,,,,,,,,,,5.81,2003,Science
598,,,Interstellar Flight,,,,,,,,,,,,,,,,,8.13,2014,Science
599,,,When Will Humans Live on Mars?,,,,,,,,,,,,,,,,,7.36,2014,Science
600,,,Life: Destiny or Chance?,,,,,,,,,,,,,,,,,7.41,2014,Science
601,,,The Fantastical World of Hormones,,,,,,,,,,,,,,,,,8.35,2014,Science
602,,,Creation of the Universe,,,,,,,,,,,,,,,,,6.94,2003,Science
603,,,Fate of Antarctica,,,,,,,,,,,,,,,,,8.22,2014,Science
604,,,Overview,,,,,,,,,,,,,,,,,8.51,2012,Science
605,,,Beautiful Equations,,,,,,,,,,,,,,,,,8.01,2010,Science
606,,,The Search for Earthlike Planets,,,,,,,,,,,,,,,,,8.35,2014,Science
607,,,The Magic of the Unconscious,,,,,,,,,,,,,,,,,8.30,2011,Science
608,,,Vsauce: Our World is Amazing,,,,,,,,,,,,,,,,,8.58,2013,Science
609,,,Super Hurricanes,,,,,,,,,,,,,,,,,8.71,2013,Science
610,,,Defeating the Hackers,,,,,,,,,,,,,,,,,7.53,2013,Science
611,,,First Out of Africa,,,,,,,,,,,,,,,,,8.21,2001,Science
612,,,Of Hearts and Minds,,,,,,,,,,,,,,,,,7.33,2013,Science
613,,,Earth in 1000 Years,,,,,,,,,,,,,,,,,6.98,2013,Science
614,,,The Botany of Desire,,,,,,,,,,,,,,,,,8.61,2009,Science
615,,,Light Darkness and Colors,,,,,,,,,,,,,,,,,8.84,1998,Science
616,,,Placebo: Cracking the Code,,,,,,,,,,,,,,,,,8.64,2002,Science
617,,,The Mars Underground,,,,,,,,,,,,,,,,,8.67,2007,Science
618,,,Evolution and Irreducible Complexity,,,,,,,,,,,,,,,,,8.94,2012,Science
619,,,Seven Wonders of the Microbe World,,,,,,,,,,,,,,,,,8.55,2011,Science
620,,,The Chemistry of Almost Everything,,,,,,,,,,,,,,,,,7.97,2009,Science
621,,,The Strange World of Nanoscience,,,,,,,,,,,,,,,,,8.56,2010,Science
622,,,Extinctions,,,,,,,,,,,,,,,,,5.70,2011,Science
623,,,Homo Sapiens: Who Are We?,,,,,,,,,,,,,,,,,7.90,2011,Science
624,,,Born to Rage: Inside the Warrior Gene,,,,,,,,,,,,,,,,,5.35,2010,Science
625,,,What is the Higgs Boson?,,,,,,,,,,,,,,,,,8.19,2011,Science
626,,,Crash Course: Biology,,,,,,,,,,,,,,,,,8.84,2012,Science
627,,,The Extraordinary Genius of Albert Einstein,,,,,,,,,,,,,,,,,6.16,2010,Science
628,,,Who's Afraid of a Big Black Hole,,,,,,,,,,,,,,,,,8.66,2009,Science
629,,,Last Extinction,,,,,,,,,,,,,,,,,8.43,2009,Science
630,,,Curiosity,,,,,,,,,,,,,,,,,6.23,2011,Science
631,,,The Fabric of the Cosmos,,,,,,,,,,,,,,,,,8.72,2011,Science
632,,,Why Reading Matters,,,,,,,,,,,,,,,,,7.67,2009,Science
633,,,Planet of the Apemen: Battle for Earth,,,,,,,,,,,,,,,,,8.06,2011,Science
634,,,Clash of the Dinosaurs,,,,,,,,,,,,,,,,,6.85,2009,Science
635,,,Cracking the Colour Code,,,,,,,,,,,,,,,,,7.33,2009,Science
636,,,Earth: Making of a Planet,,,,,,,,,,,,,,,,,7.92,2010,Science
637,,,Weirdest Planets,,,,,,,,,,,,,,,,,8.88,2010,Science
638,,,David Attenborough's First Life,,,,,,,,,,,,,,,,,8.86,2010,Science
639,,,History Cold Case,,,,,,,,,,,,,,,,,8.29,2010,Science
640,,,Faster than the Speed of Light?,,,,,,,,,,,,,,,,,7.48,2011,Science
641,,,"Arithmetic, Population and Energy (Lecture)",,,,,,,,,,,,,,,,,8.57,2005,Science
642,,,How the Earth Was Made: Season 1,,,,,,,,,,,,,,,,,6.45,2009,Science
643,,,Drain the Ocean,,,,,,,,,,,,,,,,,8.06,2011,Science
644,,,Seeing Stars,,,,,,,,,,,,,,,,,7.88,2011,Science
645,,,The Planets,,,,,,,,,,,,,,,,,5.38,1999,Science
646,,,Earth Story,,,,,,,,,,,,,,,,,7.76,1998,Science
647,,,The Nine Months That Made You,,,,,,,,,,,,,,,,,6.74,2011,Science
648,,,"The Code: Numbers, Shapes and Prediction",,,,,,,,,,,,,,,,,6.63,2011,Science
649,,,High Anxieties: The Mathematics of Chaos,,,,,,,,,,,,,,,,,7.88,2008,Science
650,,,Ice Age Meltdown,,,,,,,,,,,,,,,,,6.83,2009,Science
651,,,Through The Wormhole: Can We Travel Faster Than Light?,,,,,,,,,,,,,,,,,7.85,2011,Science
652,,,Aftermath: Population Zero,,,,,,,,,,,,,,,,,7.84,2008,Science
653,,,Through The Wormhole: Is there a Sixth Sense?,,,,,,,,,,,,,,,,,7.33,2011,Science
654,,,Richard Dawkins: The Greatest Show on Earth,,,,,,,,,,,,,,,,,9.00,2009,Science
655,,,Are There More Than Three Dimensions?,,,,,,,,,,,,,,,,,7.80,2011,Science
